,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,geometry,osm_editor_link
924,7323,0MI3,small_airport,Kelleys Airport,44.633399963378906,-84.4833984375,1000.0,,US,US-MI,Grayling,no,0MI3,,0MI3,,,,POINT (-84.48339843749999 44.633399963378906),https://www.openstreetmap.org/edit?editor=id#map=18/44.633400/-84.483398
928,7327,0MI8,small_airport,Twin Lakes Airport,44.894115,-84.297818,1275.0,,US,US-MI,Lewiston,no,,,MI55,,,0MI8,POINT (-84.297818 44.894115),https://www.openstreetmap.org/edit?editor=id#map=18/44.894115/-84.297818
930,7329,0MN0,seaplane_base,Winner's Landing Seaplane Base,44.79690170288086,-92.98410034179688,690.0,,US,US-MN,St Paul Park,no,0MN0,,0MN0,,,,POINT (-92.98410034179686 44.79690170288086),https://www.openstreetmap.org/edit?editor=id#map=18/44.796902/-92.984100
942,7341,0MO2,small_airport,Short-N-Ruff Airport,37.78670120239258,-90.78009796142578,950.0,,US,US-MO,Caledonia,no,0MO2,,0MO2,,,,POINT (-90.78009796142577 37.78670120239258),https://www.openstreetmap.org/edit?editor=id#map=18/37.786701/-90.780098
952,7351,0MS2,small_airport,Morgan Field,31.54179954528809,-89.3917007446289,300.0,,US,US-MS,Seminary,no,0MS2,,0MS2,,,,POINT (-89.3917007446289 31.54179954528809),https://www.openstreetmap.org/edit?editor=id#map=18/31.541800/-89.391701
969,7368,0MU0,small_airport,Eagle Field,37.23469924926758,-91.09359741210938,784.0,,US,US-MO,Ellington,no,0MU0,,0MU0,,,,POINT (-91.09359741210936 37.23469924926758),https://www.openstreetmap.org/edit?editor=id#map=18/37.234699/-91.093597
976,7375,0MU7,small_airport,Lambs Field,38.875,-94.13970184326172,1070.0,,US,US-MO,Lone Jack,no,0MU7,,0MU7,,,,POINT (-94.13970184326172 38.87500000000001),https://www.openstreetmap.org/edit?editor=id#map=18/38.875000/-94.139702
978,334329,0MU9,small_airport,RPM Airport,37.337894,-93.164084,1282.0,,US,US-MO,Fair Grove,no,0MU9,,0MU9,,,,POINT (-93.164084 37.337894),https://www.openstreetmap.org/edit?editor=id#map=18/37.337894/-93.164084
1006,7404,0NE5,small_airport,Newman Airport,41.02109909057617,-102.01799774169922,3525.0,,US,US-NE,Big Springs,no,0NE5,,0NE5,,,,POINT (-102.0179977416992 41.021099090576165),https://www.openstreetmap.org/edit?editor=id#map=18/41.021099/-102.017998
1014,7411,0NJ5,small_airport,Fla-Net Airport,40.88589859008789,-74.70570373535156,1040.0,,US,US-NJ,Netcong,no,0NJ5,,0NJ5,,,,POINT (-74.70570373535155 40.88589859008788),https://www.openstreetmap.org/edit?editor=id#map=18/40.885899/-74.705704
1015,7412,0NJ6,small_airport,Dix Field,39.31679916381836,-74.63289642333984,8.0,,US,US-NJ,Linwood,no,0NJ6,,0NJ6,,,,POINT (-74.63289642333983 39.31679916381836),https://www.openstreetmap.org/edit?editor=id#map=18/39.316799/-74.632896
1033,7430,0NY1,small_airport,Russell Field,43.139198303222656,-73.6531982421875,260.0,,US,US-NY,Northumberland,no,0NY1,,0NY1,,,,POINT (-73.6531982421875 43.13919830322265),https://www.openstreetmap.org/edit?editor=id#map=18/43.139198/-73.653198
1049,7442,0OH6,small_airport,Fry Field,39.60060119628906,-84.01969909667969,775.0,,US,US-OH,Spring Valley,no,0OH6,,0OH6,,,,POINT (-84.01969909667969 39.600601196289055),https://www.openstreetmap.org/edit?editor=id#map=18/39.600601/-84.019699
1055,7448,0OI2,small_airport,Unger Field,39.35979843139648,-83.4177017211914,940.0,,US,US-OH,Greenfield,no,0OI2,,0OI2,,,,POINT (-83.4177017211914 39.35979843139648),https://www.openstreetmap.org/edit?editor=id#map=18/39.359798/-83.417702
1059,7452,0OI9,small_airport,Hidden Quarry Airport,38.894500732421875,-83.1135025024414,830.0,,US,US-OH,Lucasville,no,0OI9,,0OI9,,,,POINT (-83.11350250244139 38.894500732421875),https://www.openstreetmap.org/edit?editor=id#map=18/38.894501/-83.113503
1064,7457,0OK4,small_airport,Rock Creek Farm Airport,34.66059875488281,-96.25360107421876,730.0,,US,US-OK,Coal Gate,no,0OK4,,0OK4,,,,POINT (-96.25360107421875 34.660598754882805),https://www.openstreetmap.org/edit?editor=id#map=18/34.660599/-96.253601
1069,7462,0OK9,small_airport,Crystal Airport,36.213401794433594,-96.63700103759766,1016.0,,US,US-OK,Jennings,no,0OK9,,0OK9,,,,POINT (-96.63700103759764 36.2134017944336),https://www.openstreetmap.org/edit?editor=id#map=18/36.213402/-96.637001
1086,7480,0PA4,small_airport,Ecko Field,40.23759841918945,-76.72470092773438,380.0,,US,US-PA,Hummelstown,no,0PA4,,0PA4,,,,POINT (-76.72470092773436 40.23759841918945),https://www.openstreetmap.org/edit?editor=id#map=18/40.237598/-76.724701
1088,7482,0PA6,small_airport,Hostetler Airport,40.63090133666992,-77.85030364990234,760.0,,US,US-PA,Huntingdon,no,0PA6,,0PA6,,,,POINT (-77.85030364990234 40.63090133666992),https://www.openstreetmap.org/edit?editor=id#map=18/40.630901/-77.850304
1094,7488,0PN2,small_airport,Flying Acres Airport,41.07310104370117,-80.07029724121094,1247.0,,US,US-PA,Slippery Rock,no,0PN2,,0PN2,,,,POINT (-80.07029724121094 41.073101043701165),https://www.openstreetmap.org/edit?editor=id#map=18/41.073101/-80.070297
1130,7524,0SD8,small_airport,Juhnke Airport,43.78279876708984,-100.29299926757812,1900.0,,US,US-SD,Vivian,no,0SD8,,0SD8,,,,POINT (-100.29299926757812 43.78279876708984),https://www.openstreetmap.org/edit?editor=id#map=18/43.782799/-100.292999
1144,7538,0TE0,small_airport,Robertson Ranch Airport,29.69300079345703,-101.16200256347656,1663.0,,US,US-TX,Comstock,no,0TE0,,0TE0,,,,POINT (-101.16200256347656 29.69300079345703),https://www.openstreetmap.org/edit?editor=id#map=18/29.693001/-101.162003
1199,7592,0VA7,small_airport,Flatrock Air Strip,37.52320098876953,-77.81939697265625,425.0,,US,US-VA,Richmond,no,0VA7,,0VA7,,,,POINT (-77.81939697265625 37.523200988769524),https://www.openstreetmap.org/edit?editor=id#map=18/37.523201/-77.819397
1201,7594,0VA9,small_airport,Handy Strip,37.4473991394043,-76.45379638671875,8.0,,US,US-VA,Gloucester Court House,no,0VA9,,0VA9,,,,POINT (-76.45379638671874 37.44739913940429),https://www.openstreetmap.org/edit?editor=id#map=18/37.447399/-76.453796
1217,7610,0WI2,small_airport,Doering Farms Airfield,43.20140075683594,-88.3333969116211,910.0,,US,US-WI,Monches,no,0WI2,,0WI2,,,,POINT (-88.3333969116211 43.20140075683594),https://www.openstreetmap.org/edit?editor=id#map=18/43.201401/-88.333397
1224,7617,0WI9,small_airport,Mc Manus Hoonch-Na-Shee-Kaw Airport,42.9314002991,-89.3386993408,931.0,,US,US-WI,Oregon,no,0WI9,,0WI9,,,,POINT (-89.3386993408 42.9314002991),https://www.openstreetmap.org/edit?editor=id#map=18/42.931400/-89.338699
1234,346234,0WS7,small_airport,Rockdale Airport,42.970979,-89.028482,825.0,,US,US-WI,Rockdale,no,0WS7,,0WS7,,,,POINT (-89.028482 42.97097899999999),https://www.openstreetmap.org/edit?editor=id#map=18/42.970979/-89.028482
1247,7636,0XS0,small_airport,Diamond H Ranch Airport,28.400299072265625,-99.55870056152344,511.0,,US,US-TX,Catarina,no,0XS0,,0XS0,,,,POINT (-99.55870056152344 28.400299072265632),https://www.openstreetmap.org/edit?editor=id#map=18/28.400299/-99.558701
1257,7645,0Y4,small_airport,Lambert Fechter Municipal Airport,43.16419982910156,-95.47000122070312,1452.0,,US,US-IA,Hartley,no,0Y4,,0Y4,,,,POINT (-95.47000122070311 43.164199829101555),https://www.openstreetmap.org/edit?editor=id#map=18/43.164200/-95.470001
1300,7684,10OH,small_airport,Zoellner Airport,41.402517,-82.629333,617.0,,US,US-OH,Huron,no,10OH,,10OH,,,,POINT (-82.629333 41.402517),https://www.openstreetmap.org/edit?editor=id#map=18/41.402517/-82.629333
1318,345772,10XA,small_airport,Sterling Airport,28.680794,-96.661647,30.0,,US,US-TX,Port Lavaca,no,10XA,,10XA,,,,POINT (-96.661647 28.680793999999995),https://www.openstreetmap.org/edit?editor=id#map=18/28.680794/-96.661647
1324,7702,11CA,small_airport,Turner Field,36.673301696777344,-119.72200012207033,300.0,,US,US-CA,Fowler,no,11CA,,11CA,,,,POINT (-119.7220001220703 36.673301696777344),https://www.openstreetmap.org/edit?editor=id#map=18/36.673302/-119.722000
1345,7721,11M,small_airport,Fulton-Itawamba County Airport,34.352001,-88.377296,450.0,,US,US-MS,Fulton,no,11M,,11M,,https://en.wikipedia.org/wiki/Fulton-Itawamba_County_Airport,,POINT (-88.377296 34.352001),https://www.openstreetmap.org/edit?editor=id#map=18/34.352001/-88.377296
1352,323292,11MU,small_airport,Rocky Top Airfield,36.657916,-92.465578,1273.0,,US,US-MO,Gainesville,no,11MU,,11MU,,,,POINT (-92.465578 36.657916),https://www.openstreetmap.org/edit?editor=id#map=18/36.657916/-92.465578
1387,322230,12CN,small_airport,Richter Airport,39.268306,-122.116689,57.0,,US,US-CA,Maxwell,no,12CN,,12CN,,,,POINT (-122.116689 39.268306),https://www.openstreetmap.org/edit?editor=id#map=18/39.268306/-122.116689
1391,7757,12FL,seaplane_base,Timberlachen Seaplane Base,28.59280014038086,-81.40390014648438,89.0,,US,US-FL,Orlando,no,12FL,,12FL,,,,POINT (-81.40390014648436 28.592800140380856),https://www.openstreetmap.org/edit?editor=id#map=18/28.592800/-81.403900
1394,7760,12I,seaplane_base,Brookville Reservoir Seaplane Base,39.51029968261719,-85.0,748.0,,US,US-IN,Brookville,no,12I,,12I,,,,POINT (-85 39.51029968261719),https://www.openstreetmap.org/edit?editor=id#map=18/39.510300/-85.000000
1397,7763,12II,small_airport,Pentecost Airport,39.856272,-84.973464,1020.0,,US,US-IN,Richmond,no,12II,,12II,,,,POINT (-84.97346400000002 39.856272),https://www.openstreetmap.org/edit?editor=id#map=18/39.856272/-84.973464
1404,7770,12LA,small_airport,Kml Airport,30.27589988708496,-93.3573989868164,20.0,,US,US-LA,Sulphur,no,12LA,,12LA,,,,POINT (-93.3573989868164 30.275899887084954),https://www.openstreetmap.org/edit?editor=id#map=18/30.275900/-93.357399
1425,7788,12OH,small_airport,McGregor Airfield,39.834773,-84.333486,940.0,,US,US-OH,Brookville,no,12OH,,12OH,,,,POINT (-84.33348599999998 39.83477299999999),https://www.openstreetmap.org/edit?editor=id#map=18/39.834773/-84.333486
1439,347056,12TT,small_airport,D An P Farm Airport,33.593768,-97.100816,771.0,,US,US-TX,Gainesville,no,12TT,,12TT,,,,POINT (-97.10081599999998 33.593768),https://www.openstreetmap.org/edit?editor=id#map=18/33.593768/-97.100816
1447,321471,12XA,small_airport,Wood Farm Airfield,32.0393333,-102.3485833,2950.0,,US,US-TX,Gardendale,no,12XA,,12XA,,,,POINT (-102.34858330000002 32.0393333),https://www.openstreetmap.org/edit?editor=id#map=18/32.039333/-102.348583
1461,7818,13GE,small_airport,Holt Airpark,32.360801696777344,-82.31809997558594,280.0,,US,US-GA,Oak Park,no,13GE,,13GE,,,,POINT (-82.31809997558592 32.360801696777344),https://www.openstreetmap.org/edit?editor=id#map=18/32.360802/-82.318100
1462,7819,13IA,small_airport,Hillside Stables Airport,42.04570007324219,-90.19110107421876,760.0,,US,US-IA,Sabula,no,13IA,,13IA,,,,POINT (-90.19110107421876 42.04570007324219),https://www.openstreetmap.org/edit?editor=id#map=18/42.045700/-90.191101
1479,7835,13MS,small_airport,Greener Pastures Airpark,30.63330078125,-89.66390228271484,180.0,,US,US-MS,Carriere,no,13MS,,13MS,,,,POINT (-89.66390228271483 30.63330078125),https://www.openstreetmap.org/edit?editor=id#map=18/30.633301/-89.663902
1510,346847,13XA,small_airport,Flying 5B Ranch Airport,31.951789,-97.834888,1010.0,,US,US-TX,Iredell,no,13XA,,13XA,,,,POINT (-97.834888 31.95178899999999),https://www.openstreetmap.org/edit?editor=id#map=18/31.951789/-97.834888
1528,430401,14IA,small_airport,East River Airport,43.360281,-94.442364,1235.0,,US,US-IA,Armstrong,no,14IA,,14IA,,,,POINT (-94.44236399999998 43.36028100000001),https://www.openstreetmap.org/edit?editor=id#map=18/43.360281/-94.442364
1529,7881,14ID,small_airport,Peaceful Cove Airport,43.680999755859375,-116.2030029296875,2920.0,,US,US-ID,Boise,no,14ID,,14ID,,,,POINT (-116.20300292968747 43.68099975585938),https://www.openstreetmap.org/edit?editor=id#map=18/43.681000/-116.203003
1546,7898,14NC,small_airport,Camp Davis Marine Corps Outlying Field,34.516458,-77.545109,60.0,,US,US-NC,Holly Ridge,no,14NC,,14NC,,https://en.wikipedia.org/wiki/Marine_Corps_Outlying_Field_Camp_Davis,"Camp Davis MCOLF, DZ Pheasant, LZ Duck",POINT (-77.54510899999998 34.51645799999999),https://www.openstreetmap.org/edit?editor=id#map=18/34.516458/-77.545109
1567,343405,14TT,small_airport,Mathers Field,36.047147,-100.520803,2688.0,,US,US-TX,Canadian,no,14TT,,14TT,,,,POINT (-100.52080299999999 36.047147),https://www.openstreetmap.org/edit?editor=id#map=18/36.047147/-100.520803
1571,342540,14VG,small_airport,Abilene Airport,37.16913,-78.52092,590.0,,US,US-VA,Keysville,no,14VG,,14VG,,,,POINT (-78.52091999999999 37.16913),https://www.openstreetmap.org/edit?editor=id#map=18/37.169130/-78.520920
1576,299705,14XA,small_airport,Frog Pond Airport,33.657888,-96.788285,686.0,,US,US-TX,Sherman,no,14XA,,14XA,,,,POINT (-96.78828500000002 33.657888),https://www.openstreetmap.org/edit?editor=id#map=18/33.657888/-96.788285
1592,7937,15ID,small_airport,Scanlon Airport,47.68560028076172,-117.03800201416016,2000.0,,US,US-ID,Coeur D Alene,no,15ID,,15ID,,,,POINT (-117.03800201416017 47.68560028076171),https://www.openstreetmap.org/edit?editor=id#map=18/47.685600/-117.038002
1625,7966,15TA,small_airport,J R Ranch Airport,30.9367,-97.89932,1125.0,,US,US-TX,Briggs,no,15TA,,15TA,,,,POINT (-97.89932 30.93670000000001),https://www.openstreetmap.org/edit?editor=id#map=18/30.936700/-97.899320
1629,526232,15TT,small_airport,Fordlane Flyers Airport,33.116379,-96.553817,547.0,,US,US-TX,Lucas,no,15TT,,15TT,,,,POINT (-96.55381700000001 33.116379),https://www.openstreetmap.org/edit?editor=id#map=18/33.116379/-96.553817
1637,7978,16AK,small_airport,Gattis Strip,61.596643,-149.339926,320.0,,US,US-AK,Wasilla,no,16AK,,16AK,,,,POINT (-149.339926 61.59664300000001),https://www.openstreetmap.org/edit?editor=id#map=18/61.596643/-149.339926
1639,7980,16AR,small_airport,Heifer Creek Ranch Airport,35.30110168457031,-92.57330322265624,730.0,,US,US-AR,Springfield,no,16AR,,16AR,,,,POINT (-92.57330322265624 35.30110168457032),https://www.openstreetmap.org/edit?editor=id#map=18/35.301102/-92.573303
1643,45322,16CO,small_airport,Dry Pen Airport,39.40227,-108.07602,5331.0,,US,US-CO,Parachute,no,16CO,,16CO,,,,POINT (-108.07602 39.40227),https://www.openstreetmap.org/edit?editor=id#map=18/39.402270/-108.076020
1654,7993,16IS,small_airport,Kellums Airport,37.577608,-89.008583,720.0,,US,US-IL,Goreville,no,16IS,,16IS,,,,POINT (-89.00858299999999 37.57760799999999),https://www.openstreetmap.org/edit?editor=id#map=18/37.577608/-89.008583
1680,8015,16PA,small_airport,Gregg Airport,40.18059921264648,-80.12760162353516,1200.0,,US,US-PA,Eighty Four,no,16PA,,16PA,,,,POINT (-80.12760162353516 40.18059921264647),https://www.openstreetmap.org/edit?editor=id#map=18/40.180599/-80.127602
1689,338868,16TT,small_airport,16 L Ranch Airport,31.093611,-96.04375,390.0,,US,US-TX,Normangee,no,16TT,,16TT,,,,POINT (-96.04374999999999 31.093610999999996),https://www.openstreetmap.org/edit?editor=id#map=18/31.093611/-96.043750
1691,533578,16UT,small_airport,Henrichsen Field,41.444317,-112.048074,4266.0,,US,US-UT,Perry,no,16UT,,16UT,,,,POINT (-112.04807400000001 41.444317),https://www.openstreetmap.org/edit?editor=id#map=18/41.444317/-112.048074
1707,8036,17FA,small_airport,Cotton Strip,26.71339988708496,-81.535400390625,18.0,,US,US-FL,La Belle,no,17FA,,17FA,,,,POINT (-81.53540039062499 26.713399887084964),https://www.openstreetmap.org/edit?editor=id#map=18/26.713400/-81.535400
1719,8047,17LS,small_airport,Yankee Field,30.611979,-91.985704,45.0,,US,US-LA,Port Barre,no,17LS,,17LS,,,,POINT (-91.98570399999998 30.611979000000012),https://www.openstreetmap.org/edit?editor=id#map=18/30.611979/-91.985704
1728,324734,17MU,small_airport,B-B Airfield,39.682791,-94.372097,1045.0,,US,US-MO,Osborn,no,17MU,,17MU,,,,POINT (-94.37209700000001 39.68279100000001),https://www.openstreetmap.org/edit?editor=id#map=18/39.682791/-94.372097
1733,8058,17NK,small_airport,Re-Dun Field,42.457059,-76.951053,1351.0,,US,US-NY,Rock Stream,no,17NK,,17NK,,,,POINT (-76.95105299999999 42.457059),https://www.openstreetmap.org/edit?editor=id#map=18/42.457059/-76.951053
1737,8060,17OH,small_airport,Kosik Private Airport,41.24259948730469,-82.27020263671875,855.0,,US,US-OH,Kipton,no,17OH,,17OH,,,,POINT (-82.27020263671874 41.24259948730469),https://www.openstreetmap.org/edit?editor=id#map=18/41.242599/-82.270203
1753,8074,17U,small_airport,Jake Garn Airport,40.263699,-112.021004,4845.0,,US,US-UT,Eagle Mountain,no,17U,,17U,,https://en.wikipedia.org/wiki/Jake_Garn_Airport,,POINT (-112.02100399999999 40.263699),https://www.openstreetmap.org/edit?editor=id#map=18/40.263699/-112.021004
1757,299706,17XA,small_airport,Jacksonville / Hunter Field,32.017778,-95.7969444445,580.0,,US,US-TX,Jacksonville,no,17XA,,17XA,,,,POINT (-95.7969444445 32.017778),https://www.openstreetmap.org/edit?editor=id#map=18/32.017778/-95.796944
1771,529876,18GE,small_airport,Lefty's Landing,32.045495,-82.467577,231.0,,US,US-GA,Uvalda,no,18GE,,18GE,,,,POINT (-82.467577 32.045494999999995),https://www.openstreetmap.org/edit?editor=id#map=18/32.045495/-82.467577
1790,505263,18MS,small_airport,Johns Landing,32.453333,-90.363889,222.0,,US,US-MS,Jackson,no,18MS,,18MS,,,,POINT (-90.363889 32.45333299999999),https://www.openstreetmap.org/edit?editor=id#map=18/32.453333/-90.363889
1792,8106,18NC,small_airport,Lanni Field,35.888999938964844,-81.61370086669922,1160.0,,US,US-NC,Lenoir,no,18NC,,18NC,,,,POINT (-81.61370086669922 35.888999938964844),https://www.openstreetmap.org/edit?editor=id#map=18/35.889000/-81.613701
1793,350293,18ND,small_airport,Bearpaw Airport,46.779094,-100.514856,1744.0,,US,US-ND,Menoken,no,18ND,,18ND,,,,POINT (-100.51485599999998 46.77909399999999),https://www.openstreetmap.org/edit?editor=id#map=18/46.779094/-100.514856
1794,8107,18NE,small_airport,Doc's Airport,40.51390075683594,-97.61060333251952,1640.0,,US,US-NE,Geneva,no,18NE,,18NE,,,,POINT (-97.61060333251952 40.51390075683594),https://www.openstreetmap.org/edit?editor=id#map=18/40.513901/-97.610603
1797,8109,18NY,small_airport,Strip in the Woods Airport,42.017362,-74.047593,500.0,,US,US-NY,Woodstock,no,18NY,,18NY,,,,POINT (-74.047593 42.017362000000006),https://www.openstreetmap.org/edit?editor=id#map=18/42.017362/-74.047593
1798,8110,18OH,small_airport,Jer-Mar Airpark,41.25619888305664,-82.143798828125,800.0,,US,US-OH,Lagrange,no,18OH,,18OH,,,,POINT (-82.14379882812499 41.25619888305664),https://www.openstreetmap.org/edit?editor=id#map=18/41.256199/-82.143799
1799,8111,18OI,small_airport,Boggy Bottoms Airport,41.419615,-82.97133,575.0,,US,US-OH,Vickery,no,18OI,,18OI,,,,POINT (-82.97132999999998 41.41961500000001),https://www.openstreetmap.org/edit?editor=id#map=18/41.419615/-82.971330
1801,8113,18OR,small_airport,Red's Field,45.0918655396,-123.182350159,190.0,,US,US-OR,Amity,no,18OR,,18OR,,,,POINT (-123.182350159 45.09186553959999),https://www.openstreetmap.org/edit?editor=id#map=18/45.091866/-123.182350
1802,8114,18PA,small_airport,Slack Airport,40.30009841918945,-75.08290100097656,275.0,,US,US-PA,Forest Grove,no,18PA,,18PA,,,,POINT (-75.08290100097656 40.30009841918945),https://www.openstreetmap.org/edit?editor=id#map=18/40.300098/-75.082901
1817,310113,18XA,small_airport,Lantana Ridge Airport,28.6591,-97.5987472,250.0,,US,US-TX,Goliad,no,18XA,,18XA,,,,POINT (-97.5987472 28.659099999999995),https://www.openstreetmap.org/edit?editor=id#map=18/28.659100/-97.598747
1820,8126,19AK,small_airport,Icy Bay Airport,59.966269,-141.660118,50.0,,US,US-AK,Icy Bay,no,19AK,ICY,19AK,,https://en.wikipedia.org/wiki/Icy_Bay_Airport,,POINT (-141.66011800000004 59.966269000000004),https://www.openstreetmap.org/edit?editor=id#map=18/59.966269/-141.660118
1822,8128,19AR,small_airport,Naylor field,35.15670013,-92.22419739,230.0,,US,US-AR,Naylor,no,19AR,,19AR,,,,POINT (-92.22419738999999 35.15670013),https://www.openstreetmap.org/edit?editor=id#map=18/35.156700/-92.224197
1836,8142,19KY,small_airport,Conrads Airport,38.70650100708008,-84.59989929199219,940.0,,US,US-KY,Dry Ridge,no,19KY,,19KY,,,,POINT (-84.59989929199219 38.70650100708008),https://www.openstreetmap.org/edit?editor=id#map=18/38.706501/-84.599899
